name,datetime,tempmax,tempmin,temp,feelslike,precip,windspeed,winddir,sealevelpressure,cloudcover
cairo,2022-01-22,16,7,11.8,11.8,0,18.7,262.7,1020.7,14.1
cairo,2022-01-23,17,10,13.2,13.1,0,27.7,237.8,1018,36.4
cairo,2022-01-24,15.2,9.8,12.1,11.8,0,14.8,249.6,1020.6,45.2
cairo,2022-01-25,16,8,12.2,11.7,0,25.9,237,1019.9,10.3
cairo,2022-01-26,12,7.8,9.5,7.4,2.2,31.7,236.7,1017.9,53.4
cairo,2022-01-27,13,7,9.9,8.3,0,24.1,234.8,1022.9,64.3
cairo,2022-01-28,15,9,12,11.5,0,32.4,225.7,1024.2,49.4
cairo,2022-01-29,16,10,13.2,13,0,16.6,218.4,1021.5,49.1
cairo,2022-01-30,18,10.8,14.3,14.3,0,24.1,203.8,1017.5,46.8
cairo,2022-01-31,16.1,11,13.2,13.2,0.3,22.3,224,1014,56.5
cairo,2022-02-01,18,11,14.6,14.6,0,20.5,186.2,1018,37.2
cairo,2022-02-02,20,10,15.3,15.3,0,22.3,171.7,1015.2,16.7
cairo,2022-02-03,18,13,15.3,15.3,0,37.1,207.7,1011.5,28.5
cairo,2022-02-04,16,9,13.1,12.8,0.6,33.5,235.5,1014.5,61.4
cairo,2022-02-05,17,10.8,13.9,13.9,0,18.7,258.5,1022.3,63
cairo,2022-02-06,18,10,14.3,14.3,0,13,266.9,1024.6,33.5
cairo,2022-02-07,22,11,16.2,16.2,0,18.4,235.5,1022.6,0
cairo,2022-02-08,23,12,17.7,17.7,0,14.8,199.7,1018.7,1.2
cairo,2022-02-09,17.8,12,14.9,14.9,0,29.5,277.4,1016.5,41.1
cairo,2022-02-10,16,10,12.8,12.6,0,27.7,264.9,1018.8,51
cairo,2022-02-11,18,9,13.7,13.7,0,22.3,33,1022.5,49
cairo,2022-02-12,20,9,14.8,14.6,0,33.5,66,1023.5,0
cairo,2022-02-13,19,8.9,14,13.9,0,24.1,23.7,1021.3,29.2
cairo,2022-02-14,18,10,14.7,14.7,0,22.3,11.2,1020.6,33.6
cairo,2022-02-15,18,11,14.4,14.4,0,24.1,359.5,1021.6,41.4
cairo,2022-02-16,18,10,14.5,14.5,0,24.1,18.3,1020.4,29.9
cairo,2022-02-17,17.8,12,14.6,14.6,0,22.3,38.5,1013.5,41.1
cairo,2022-02-18,18,11,14.3,14.3,0.9,24.1,8.4,1011.6,42
cairo,2022-02-19,15,11,12.7,12.7,6.9,22.3,273.9,1014.8,75.2
cairo,2022-02-20,19,8,14,14,0,9.4,25.9,1022.5,8
cairo,2022-02-21,22,12,17.1,17.1,0,11.2,127.7,1021.2,12.1
cairo,2022-02-22,24,13,18.8,18.8,0,9.4,191.7,1015,33.9
cairo,2022-02-23,25,14.8,19.1,19.1,0.2,31.7,261.7,1010.3,34.8
cairo,2022-02-24,17.1,12,14.9,14.9,0.1,44.6,220.4,1011.9,39.5
cairo,2022-02-25,18,12,15,15,0,35.3,257.2,1015.6,51.2
cairo,2022-02-26,19,13,15.5,15.5,0,16.6,307.4,1020.6,53.6
cairo,2022-02-27,20,11,15.6,15.6,0,78.9,12.8,1021.9,10
cairo,2022-02-28,21,12,16.3,16.3,0,16.6,29.8,1020.6,13.3
cairo,2022-03-01,24,13,18.7,18.7,0,20.5,47.8,1018.4,30.9
cairo,2022-03-02,28.8,15.8,21.5,21.2,0,33.5,206.1,1010.9,31.8
cairo,2022-03-03,19,13,15.9,15.9,0,31.7,277.1,1015.8,23.4
cairo,2022-03-04,19,12,15.4,15.4,0.3,29.5,27.6,1018.4,23.1
cairo,2022-03-05,23,12,17.4,17.4,0,25.9,63,1014.2,24
cairo,2022-03-06,29,16.8,22.3,21.8,0,48.2,242.2,1006.4,35.2
cairo,2022-03-07,22,14,17.8,17.8,0,22.3,17,1013.1,48.5
cairo,2022-03-08,24,15,18.6,18.6,0.3,25.9,57.5,1010,65.4
cairo,2022-03-09,20.8,15,17.2,17.2,0,22.3,2.4,1008.6,40.5
cairo,2022-03-10,20,13.8,16.1,16.1,0.2,44.6,252.5,1012.6,31.4
cairo,2022-03-11,15,10.8,12.7,12.7,0,29.5,284.9,1018.6,48.9
cairo,2022-03-12,15,9.7,12,11.7,0,25.9,355.1,1021.4,62.6
cairo,2022-03-13,15,8.8,11.1,10.5,0,24.1,6.1,1021.6,42.9
cairo,2022-03-14,14,8,10.9,10.4,0,27.7,343.1,1024.7,63.9
cairo,2022-03-15,15,8,11.3,10.4,0,29.5,342.4,1026.6,50.6
cairo,2022-03-16,17,9,12.8,12.8,0,20.5,19.5,1026.1,29.7
cairo,2022-03-17,18,9,13.9,13.8,0,16.6,25.2,1023.6,0
cairo,2022-03-18,20,10,15.2,15.2,0,18.5,3,1021.7,18.3
cairo,2022-03-19,19,12,14.3,14.3,0,27.7,13.9,1020.4,37.9
cairo,2022-03-20,18,10,12.7,12.2,1.4,33.5,37.3,1018.6,58
cairo,2022-03-21,15,9,12.2,11.9,0.8,24.1,28.5,1015.6,72.9
cairo,2022-03-22,16,9,12.6,12.3,0,16.6,338,1016.5,60.3
cairo,2022-03-23,17.5,11,13.9,13.9,0,33.5,263.1,1017,33.1
cairo,2022-03-24,16,10,13.2,13,0.8,31.7,253.5,1017.5,49.7
cairo,2022-03-25,18,11.8,14.4,14.4,0,25.9,280.7,1021.1,27.4
cairo,2022-03-26,22,10,16.4,16.4,0,18.4,359,1025.8,1.7
cairo,2022-03-27,22,12.2,16.5,16.5,0,22.3,9.1,1026.7,10.8
cairo,2022-03-28,22,12,16.5,16.5,0,29.5,45,1024.9,17.6
cairo,2022-03-29,25,12,17.9,17.9,0,18.7,20.3,1017,13.7
cairo,2022-03-30,26,13,19.8,19.8,0,16.6,18.2,1015.5,0
cairo,2022-03-31,29,16,22.2,21.8,0,22.3,48.8,1015.4,19.7
cairo,2022-04-01,32,14.8,22.6,22.2,0,14.8,11.8,1013.5,28.8
cairo,2022-04-02,33,20.8,26.4,25.6,0,14.8,351.1,1012.6,32.9
cairo,2022-04-03,30,18.8,23.1,22.8,0,31.7,41.3,1014.9,15.4
cairo,2022-04-04,33,18,24.9,24.1,0,38.9,59.4,1015.6,27
cairo,2022-04-05,39,19,29.2,27.6,0,16.6,206.8,1012.6,6.3
cairo,2022-04-06,36,25,30.5,28.9,0,24.1,259.6,1012.3,21.2
cairo,2022-04-07,38,21,30,28.4,0,24.1,163.4,1012.4,10.5
cairo,2022-04-08,34,17.9,24,23.7,0,25.9,323.3,1012.8,9.9
cairo,2022-04-09,27,15,20.3,20.2,0,25.9,36.6,1013.7,22.2
cairo,2022-04-10,28,16,20.7,20.6,0,25.9,37.1,1012,56.7
cairo,2022-04-11,27.8,16,20.1,20,0,24.1,350.5,1013.1,2.3
cairo,2022-04-12,22,14.8,17.8,17.8,0,29.5,352.5,1016,17.5
cairo,2022-04-13,24,13,17.6,17.6,0,25.9,20.8,1014.4,21.7
cairo,2022-04-14,25,14,18.7,18.7,0,31.7,37.3,1014.5,10.9
cairo,2022-04-15,26.7,14,19.3,19.3,0,25.9,40.8,1014,24
cairo,2022-04-16,32,15.8,23.1,22.5,0,22.3,62.1,1011.8,12.8
cairo,2022-04-17,40,21,31.3,29.4,0,27.7,195,1005.6,15.4
cairo,2022-04-18,34,19.9,25.5,25.2,0,18.4,340.4,1007.3,23.3
cairo,2022-04-19,27.1,17.8,21.7,21.6,0,25.9,324.4,1013.2,8.6
cairo,2022-04-20,24,16,19.4,19.4,0,25.9,15,1016.9,34.2
cairo,2022-04-21,25,15,19.5,19.5,0,27.7,38,1015.3,44.2
cairo,2022-04-22,25,14.9,19.3,19.3,0,27.7,40.3,1011.9,56
cairo,2022-04-23,29,16,21.5,21.2,0,18.4,9.7,1008.6,34.4
cairo,2022-04-24,30,16,22.6,22.3,0,20.5,347.4,1008.6,5
cairo,2022-04-25,31,18,23.7,23.4,0,27.7,11.3,1010,19.1
cairo,2022-04-26,32,19,24.4,23.9,0,25.9,30.4,1010.7,39.4
cairo,2022-04-27,31,17,23.2,22.8,0,25.9,34.4,1011.1,0
cairo,2022-04-28,31,17,24,23.4,0,20.5,42.9,1010.2,0.8
cairo,2022-04-29,36,18,28.4,26.9,0,24.1,57.5,1006.6,51.8
cairo,2022-04-30,30.1,21.1,26.7,26,0,25.9,276.4,1008.5,0.7
cairo,2022-05-01,30,19,24.1,23.7,0,16.6,315.5,1013.7,12.5
cairo,2022-05-02,32,20,25.5,25,0,42.5,57.9,1009.8,59
cairo,2022-05-03,32,21,26.6,26,0,31.7,262.7,1006.7,10.9
cairo,2022-05-04,26,18.9,21.7,21.7,0.3,24.1,307.7,1014.2,58.1
cairo,2022-05-05,26,17,20.5,20.5,0,29.5,302,1016.4,23.8
cairo,2022-05-06,27,15.9,21.1,21.1,0,20.5,328.4,1015,4
cairo,2022-05-07,28,16.8,22.1,21.9,0,20.5,23.7,1014.8,33.2
cairo,2022-05-08,32,18.9,25.3,24.5,0,24.1,60.1,1014.2,25.3
cairo,2022-05-09,33,20.1,26.4,25.6,0,37.1,295.4,1010.7,1.2
cairo,2022-05-10,30,19,24.2,23.8,0,24.1,36.1,1014.4,1.3
cairo,2022-05-11,29,19,23.8,23.5,0,20.5,353.5,1016.4,59.3
cairo,2022-05-12,29,18,23.3,23,0,27.7,43.3,1018.3,17.1
cairo,2022-05-13,31,19,24.1,23.7,0,31.7,49.1,1015.1,39.4
cairo,2022-05-14,29,20.8,24.3,24.1,0,31.7,19.1,1012.6,35.1
cairo,2022-05-15,29,18,23.5,23.3,0,25.9,351.4,1016.5,22.4
cairo,2022-05-16,28,18,22.9,22.8,0,25.9,13.1,1017.6,62
cairo,2022-05-17,31,18,24.7,24.2,0,24.1,12.8,1015.4,5.4
cairo,2022-05-18,32,19.8,26,25.3,0,25.9,46.4,1013.6,0
cairo,2022-05-19,34,20.9,27.7,26.7,0,22.3,53.2,1013.1,0
cairo,2022-05-20,36,23,29.1,28.1,0,37.1,319.2,1011,6.2
cairo,2022-05-21,29,20,23.7,23.6,0,24.1,300.9,1012.5,36.1
cairo,2022-05-22,28,18.6,23.8,23.5,0,31.7,277.9,1012.5,15.4
cairo,2022-05-23,31,20.1,25.8,25.1,0,24.1,278.4,1012.1,0
cairo,2022-05-24,33,20,26.4,25.7,0,18.4,330,1012.5,0
cairo,2022-05-25,32,21,26.8,26.2,0,27.7,24.9,1014.5,0
cairo,2022-05-26,33,20.9,27,26.4,0,29.5,22.7,1014.6,0
cairo,2022-05-27,34.2,21.8,28.1,27.3,0,31.7,17.4,1012,0
cairo,2022-05-28,35,23,28.7,27.9,0,25.9,12.5,1010.1,0
cairo,2022-05-29,37,23.8,30.6,29.5,0,20.5,26.9,1010.7,0
cairo,2022-05-30,38,24.1,31.6,30.1,0,24.1,39.3,1011,0
cairo,2022-05-31,34,23,28.5,28.3,0,25.9,357.9,1011.5,0
cairo,2022-06-01,31.1,21,26.2,25.9,0,20.5,340.8,1010,0.9
cairo,2022-06-02,32,21.8,26.8,26.6,0,20.5,306.6,1008.5,9.6
cairo,2022-06-03,34,23,28.5,28,0,22.3,353.3,1009.8,0.1
cairo,2022-06-04,35.1,25,29.8,29.5,0,31.7,25.2,1010,0
cairo,2022-06-05,35,23.9,28.8,28.7,0,27.7,7.8,1010.1,0.1
cairo,2022-06-06,33,23,27.9,27.7,0,18.4,1.9,1009.7,11.4
cairo,2022-06-07,34.9,23.9,28.9,28.7,0,24.1,320.4,1008.4,7.6
cairo,2022-06-08,36.7,24,30,29.6,0,20.5,356.8,1009.7,0
cairo,2022-06-09,40,28,33,32,0,31.7,17.4,1008.7,0
cairo,2022-06-10,38,25.8,31.7,31,0,25.9,25.2,1010.4,0.1
cairo,2022-06-11,43,26.9,34.1,32.7,0,29.5,331.9,1008.6,1.7
cairo,2022-06-12,33,25,28.8,28.6,0,22.3,322.8,1008.4,10.2
cairo,2022-06-13,31,22.8,27.3,27.1,0,20.5,348.6,1008.8,26.6
cairo,2022-06-14,33,24.8,28.8,28.6,0,22.3,351.2,1009.9,12.1
cairo,2022-06-15,33,24,27.8,27.9,0,27.7,21.4,1011.8,13.3
cairo,2022-06-16,33,23,27.4,27.6,0,27.7,22.8,1010.9,38.1
cairo,2022-06-17,33.8,23,27.8,27.9,0,27.7,1.2,1009.9,24.5
cairo,2022-06-18,33,23,27.6,27.4,0,93.7,346.2,1009.2,23.1
cairo,2022-06-19,33,22,27.2,26.8,0,22.3,358.4,1010.9,14.8
cairo,2022-06-20,33,22.8,27.3,27.1,0,25.9,354.7,1012,8.8
cairo,2022-06-21,32,22,26.9,26.6,0,24.1,332,1010.2,0.3
cairo,2022-06-22,33,23,27.6,27.7,0,22.3,305.7,1007.6,20.5
cairo,2022-06-23,36,23,29.6,29.3,0,24.1,348.6,1008.6,12
cairo,2022-06-24,37,25,31.4,31.5,0,20.5,329.1,1008.2,0
cairo,2022-06-25,33,24.9,29.1,29.1,0,27.7,336.3,1008.5,14.1
cairo,2022-06-26,34.8,23,28.8,28.3,0,20.5,344.4,1010.4,10
cairo,2022-06-27,34,25,29.2,29.2,0,27.7,308.6,1009.7,0
cairo,2022-06-28,33,23,28.1,28.1,0,18.4,323.8,1007.7,8.4
cairo,2022-06-29,34,24,28.7,28.7,0,22.3,329.1,1007.7,16.5
cairo,2022-06-30,33,25,28.7,29.4,0,18.4,321.6,1007.3,41.6
cairo,2022-07-01,34,24,28.7,29,0,22.3,340.4,1007.9,34.2
cairo,2022-07-02,35,24,29.6,29.8,0,16.6,342.8,1007.9,3.3
cairo,2022-07-03,36,25,30.5,31,0,20.5,355.2,1006.3,4.3
cairo,2022-07-04,36,26,31.4,31.7,0,25.9,359.2,1006,5.9
cairo,2022-07-05,36,25,30.7,31,0,22.3,333.9,1007.7,0
cairo,2022-07-06,35,24,29,28.8,0,20.5,343.3,1007.5,0
cairo,2022-07-07,34,24,29.3,28.8,0,16.6,333.2,1008.1,0
cairo,2022-07-08,33,24,28.3,29.2,0,20.5,314.7,1007.9,26
cairo,2022-07-09,35,24,29.3,29.3,0,20.5,340.3,1007.1,14.4
cairo,2022-07-10,33,25,29,29.9,0,24.1,346.7,1005.9,26.6
cairo,2022-07-11,32,24,27.7,28,0,18.4,353.7,1008.7,26.5
cairo,2022-07-12,33,23.8,27.9,28.6,0,24.1,346.1,1010.8,24.4
cairo,2022-07-13,33,23.9,27.5,27.6,0,35.3,321.9,1010,18.2
cairo,2022-07-14,33,23,27.2,27.3,0,22.3,326.9,1008.7,29
cairo,2022-07-15,33,22.9,27.7,27.6,0,18.4,321.2,1007.9,10.2
cairo,2022-07-16,32,24,27.8,28,0,22.3,337.4,1008.2,6.7
cairo,2022-07-17,35,24,29,29.4,0,20.5,340.3,1007.5,20.6
cairo,2022-07-18,36,24,29.6,30.5,0,20.5,340.2,1006.1,17.1
cairo,2022-07-19,36,26,30.8,31.4,0,20.5,350.2,1006.6,0
cairo,2022-07-20,35,26,29.9,31.1,0,24.1,350,1008.4,5.8
cairo,2022-07-21,34,24,28.4,28.9,0,20.5,324,1008.2,19.5
cairo,2022-07-22,34,24,28.4,28.6,0,22.3,351.9,1008.8,14.9
cairo,2022-07-23,35,23.9,28.8,29.1,0,22.3,338.9,1008.7,5.2
cairo,2022-07-24,36,23,29.1,29.4,0,18.4,340.9,1006.3,6.2
cairo,2022-07-25,36,23,29.5,29.7,0,20.5,334,1004.8,8.6
cairo,2022-07-26,36,24.8,30.7,30.4,0,16.6,3.2,1004.8,0
cairo,2022-07-27,35,24,29.9,29.6,0,24.1,357.7,1005.1,4
cairo,2022-07-28,37,25.8,31,30.8,0,24.1,18.9,1006.3,0
cairo,2022-07-29,36,25,30.7,30.8,0,24.1,4.8,1007.9,0.2
cairo,2022-07-30,35.1,24.9,30.2,30,0,22.3,2.3,1007.9,0
cairo,2022-07-31,34,25,29.2,30.5,0,18.4,329.8,1005.7,17.2
cairo,2022-08-01,35.8,25,29.9,30.9,0,16.6,319.8,1005.1,20.9
cairo,2022-08-02,35,25.8,29.8,31.4,0,22.3,302.9,1005.7,14.2
cairo,2022-08-03,35,25,29.5,29.8,0,18.4,324.8,1007,0.7
cairo,2022-08-04,34,25,29.1,30,0,18.4,350.1,1007.7,5.8
cairo,2022-08-05,35,24.9,29,29.8,0,18.4,348.2,1007.5,11.4
cairo,2022-08-06,34,25,28.7,29.7,0,22.3,353.4,1006.6,12.6
cairo,2022-08-07,33,24.9,29,29.8,0,16.6,341.4,1005.4,2.3
cairo,2022-08-08,35,25.9,30.4,30.8,0,20.5,4.3,1007.2,4.6
cairo,2022-08-09,35,26,30.7,31.8,0,22.3,350.3,1007.9,0
cairo,2022-08-10,34,25.9,29.8,31.2,0,16.6,10.1,1007.8,13.2
cairo,2022-08-11,34,26,29.8,30.7,0,20.5,346.5,1007.5,16.3
cairo,2022-08-12,33,25.8,28.9,29.4,0,22.3,5.3,1008.3,4
cairo,2022-08-13,34,25,29.1,29.3,0,20.5,325.1,1008.2,11.4
cairo,2022-08-14,34,25,29.2,29.7,0,20.5,349.2,1007.6,6
cairo,2022-08-15,33.1,25,28.8,29.8,0,20.5,12.7,1008.6,38
cairo,2022-08-16,33,25,28.9,29.7,0,24.1,20.6,1009.4,6
cairo,2022-08-17,32,24.8,28.2,28.7,0,22.3,4.4,1008.1,2.4
cairo,2022-08-18,35,24,29,29.7,0,18.4,341.3,1006.2,8.1
cairo,2022-08-19,36,25,30,31.1,0,18.4,313,1006,6.1
cairo,2022-08-20,36.1,26,30.8,32.9,0,18.4,299.9,1006.6,9.9
cairo,2022-08-21,36,27,31.6,32.1,0,18.4,314.3,1005.8,0
cairo,2022-08-22,36,25.9,30.9,32.2,0,20.5,356.4,1007.5,0.1
cairo,2022-08-23,38,27,32.2,33.5,0,25.9,34.9,1008.9,0.3
cairo,2022-08-24,40,27,32.5,32.9,0,27.7,40.6,1007.4,0
cairo,2022-08-25,34,26,29.2,31.3,0,27.7,6.1,1008.3,40.5
cairo,2022-08-26,33,25,28.4,29.2,0,75.2,9.8,1008.7,29.4
cairo,2022-08-27,34,24,28.5,29.3,0,33.5,25.5,1009.1,0.1
cairo,2022-08-28,33.1,25,28.7,30.2,0,29.5,20.7,1009.4,23.7
cairo,2022-08-29,33.1,25.1,28.8,30.5,0,24.1,13.4,1010.8,27.5
cairo,2022-08-30,34,25.8,28.9,30.6,0,24.1,10.4,1011.4,20.4
cairo,2022-08-31,33,25,28.5,29.9,0,24.1,6.3,1010.4,21.1
cairo,2022-09-01,33,24.9,28.4,29.2,0,24.1,10.6,1009.5,23
cairo,2022-09-02,33,24.9,28.3,29.1,0,27.7,5.7,1010.8,19.3
cairo,2022-09-03,33,25,28.4,29.2,0,25.9,14.3,1012.3,12.2
cairo,2022-09-04,33.8,24.9,28.6,29.4,0,24.1,13.7,1012.2,11
cairo,2022-09-05,34,25,28.6,29.3,0,20.5,331.1,1011,22.8
cairo,2022-09-06,33,25,28.2,28.7,0,20.5,314.9,1009.8,42.6
cairo,2022-09-07,33,25,28.2,29,0,25.9,337.5,1009.4,31.3
cairo,2022-09-08,33,24.9,28.5,29.6,0,27.7,11.4,1010.7,40.1
cairo,2022-09-09,34,25,28.8,29.3,0,29.5,14.1,1012.3,25.3
cairo,2022-09-10,33,24,28,28.3,0,24.1,2.3,1012.5,14.2
cairo,2022-09-11,34,24,28.3,28.4,0,20.5,358.5,1010.6,14
cairo,2022-09-12,34,24.9,29,30,0,16.6,336.5,1007.9,16.9
cairo,2022-09-13,33,25,28.6,29.4,0,18.4,327.8,1008,35.7
cairo,2022-09-14,31,24,27.4,27.1,0,24.1,330.1,1012.5,0.4
cairo,2022-09-15,30,23,26.4,26.2,0,20.5,3.9,1013.8,6.1
cairo,2022-09-16,31,22,26.4,26.2,0,24.1,4.8,1011.5,2
cairo,2022-09-17,32,23.8,27.4,27.7,0,29.5,1.8,1009.3,38.4
cairo,2022-09-18,32,24,27.9,27.7,0,16.6,344.3,1010.1,11
cairo,2022-09-19,32,24,27.4,27.7,0,16.6,339.8,1011.5,27.1
cairo,2022-09-20,32,24,27.6,27.6,0,24.1,334.1,1010.3,25.6
cairo,2022-09-21,32,24,27.2,26.9,0,18.4,322,1010.6,11.1
cairo,2022-09-22,33.8,23,28.5,28.1,0,20.5,26.9,1009.9,5
cairo,2022-09-23,34,24,27.9,28.5,0,24.1,42.2,1011.4,0
cairo,2022-09-24,35,24,28.5,29,0,29.5,45.1,1013.1,5.1
cairo,2022-09-25,35,24,28.9,29.4,0,29.5,51.9,1013.3,5.1
cairo,2022-09-26,35.8,24,28.9,29.4,0,27.7,46,1013.2,3
cairo,2022-09-27,36,24,29.2,29.5,0,22.3,43.6,1012.8,0
cairo,2022-09-28,35.1,24.9,29.7,29.3,0,22.3,49.5,1012.9,0
cairo,2022-09-29,37,25,30.7,30.1,0,24.1,57,1012.7,0
cairo,2022-09-30,37.1,26,30.7,31.1,0,29.5,48.2,1014.5,0
cairo,2022-10-01,37,25.8,30.3,30.9,0,22.3,25.1,1016.1,0
